Taken at,Barcode no.,Body no.,DMp (%),NFI-2,DMa (cm2),DMs,DMs(AUSMEAT),DMs(MSA),DMc,DFc,Cross-section image thumbnail
2026-04-17 13:39:42-05:00,9283041626,9283041626,14.155525172473467,3.2357839486562145,100.8297,4.17729547839692,3,520.0,2,3,https://storage.googleapis.com/carcassdb/beef/06278b70-3672-4405-ad51-ce10ed4cf114/cross_section_800x600.jpg
2026-04-17 13:39:11-05:00,J-20041626,J-20041626,24.483012975626213,5.6765568814215746,82.9856,7.224937129107295,5,740.0,3,3,https://storage.googleapis.com/carcassdb/beef/b6359650-7f43-45f7-b20b-2d616e5388eb/cross_section_800x600.jpg
2026-04-17 13:38:38-05:00,J-19041626,J-19041626,18.76196752501303,4.798221877913714,91.7987,5.536656616631345,4,590.0,2,3,https://storage.googleapis.com/carcassdb/beef/3164d07f-75ac-41ae-aff5-947bae8cc7df/cross_section_800x600.jpg
2026-04-17 13:38:15-05:00,J-18041626,J-18041626,6.260245233062369,1.8738113401214835,103.0175,1.8473983682767048,1,370.0,2,3,https://storage.googleapis.com/carcassdb/beef/d462fa48-3a1e-4b96-b78f-505077dd91f1/cross_section_800x600.jpg
2026-04-17 13:37:54-05:00,J-17041626,J-17041626,19.96629485703064,4.1454133546158225,95.6322,5.892053612309741,4,640.0,1C,2,https://storage.googleapis.com/carcassdb/beef/ac91b383-1843-4ce5-8d08-342274a2dcf0/cross_section_800x600.jpg
2026-04-17 13:37:34-05:00,J-16041626,J-16041626,19.708487876651443,4.094136740569601,93.3178,5.815974772399841,4,670.0,1C,3,https://storage.googleapis.com/carcassdb/beef/19270dfd-8983-49c1-8c98-f2a5c6b85ce5/cross_section_800x600.jpg
2026-04-17 13:36:07-05:00,J-15041626,J-15041626,13.583068547113367,2.885006178326826,77.3113,4.008363528253154,2,470.0,1B,3,https://storage.googleapis.com/carcassdb/beef/527a0ee4-8ada-4d48-a6a9-08fa60b46b2b/cross_section_800x600.jpg
2026-04-17 13:35:05-05:00,J-14041626,J-14041626,18.371468160254548,4.290760486717961,102.6834,5.4214202540911165,3,560.0,1C,3,https://storage.googleapis.com/carcassdb/beef/e7739801-e392-4d23-a036-4a50beec4124/cross_section_800x600.jpg
2026-04-17 13:34:43-05:00,J-13041626,J-13041626,19.113832719738035,3.7940800546913476,82.8141,5.640492035594694,4,590.0,1C,3,https://storage.googleapis.com/carcassdb/beef/c3c4eeb9-45cc-4ae9-8abd-c44d6053dee2/cross_section_800x600.jpg
2026-04-17 13:34:17-05:00,J-12041626,J-12041626,15.151446710768516,4.339078577594809,90.3952,4.471191924347789,3,480.0,2,3,https://storage.googleapis.com/carcassdb/beef/8ef3cd61-4657-47bc-8a57-abc35fda9649/cross_section_800x600.jpg
2026-04-17 13:33:49-05:00,J-11041626,J-11041626,13.806556783191452,3.30906139862807,112.486,4.074314906719797,3,510.0,3,3,https://storage.googleapis.com/carcassdb/beef/2623220f-4adc-4f42-a51d-4d9b2e15e945/cross_section_800x600.jpg
2026-04-17 13:33:31-05:00,J-10041626,J-10041626,15.900783163320922,4.4580332786893075,84.4226,4.692321111496004,3,550.0,2,3,https://storage.googleapis.com/carcassdb/beef/42d6ed9f-c71d-4e80-8baa-b331f60b776e/cross_section_800x600.jpg
2026-04-17 13:33:12-05:00,J-9041626,J-9041626,16.736610636012088,4.053637021089717,81.3754,4.938973798687166,3,550.0,1C,3,https://storage.googleapis.com/carcassdb/beef/ed0d5234-e651-4816-bcc9-7827a1519b95/cross_section_800x600.jpg
2026-04-17 13:32:44-05:00,J-8041626,J-8041626,18.256418227388625,4.811378743606323,89.3218,5.387469018902383,3,570.0,3,3,https://storage.googleapis.com/carcassdb/beef/6b918a6e-9c72-4db7-aa17-41251e539361/cross_section_800x600.jpg
2026-04-17 13:32:25-05:00,J-7041626,J-7041626,16.84924967099696,5.598283224786411,80.9168,4.972213577911202,3,510.0,3,3,https://storage.googleapis.com/carcassdb/beef/e86c34fc-ced2-432c-a225-216026767aca/cross_section_800x600.jpg
2026-04-17 13:32:03-05:00,J-6041626,J-6041626,19.10516096178746,3.539241070207797,110.3216,5.637932999823479,4,620.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b8559827-4232-4c99-9151-f5cab10cfe28/cross_section_800x600.jpg
2026-04-17 13:31:37-05:00,J-5041626,J-5041626,19.136374523625303,4.9587050187832356,81.5167,5.647144121921826,4,620.0,2,3,https://storage.googleapis.com/carcassdb/beef/763ebd83-d73d-4e9a-a2ce-32fcacf75488/cross_section_800x600.jpg
2026-04-17 13:31:16-05:00,J-4041626,J-4041626,13.726167479029941,3.666490745754945,72.1927,4.050592023061736,3,480.0,2,3,https://storage.googleapis.com/carcassdb/beef/297e5f11-0355-4f07-a6ce-388be6da34dd/cross_section_800x600.jpg
2026-04-17 13:30:52-05:00,J-3041626,J-3041626,10.814573827214954,3.0210796806594953,81.6553,3.1913807364111326,2,420.0,3,3,https://storage.googleapis.com/carcassdb/beef/82887880-6944-4368-a41a-d7017ca31944/cross_section_800x600.jpg
2026-04-17 13:30:24-05:00,J-2041626,J-2041626,9.547752091271649,2.6320191636185046,91.9434,2.8175416421342634,2,400.0,2,3,https://storage.googleapis.com/carcassdb/beef/3216a519-08f9-4eaf-8517-5f84d5ae2c63/cross_section_800x600.jpg
2026-04-17 13:29:51-05:00,J-1041626,J-1041626,24.067351093970505,4.725930552396062,85.3391,7.102275307830696,5,770.0,2,2,https://storage.googleapis.com/carcassdb/beef/57e02557-9412-403a-a55c-69e90823bde5/cross_section_800x600.jpg
2026-04-10 13:19:27-05:00,J-8040926,J-8040926,16.035600663686942,2.9121811173364676,101.8952,4.7321057558540165,3,500.0,1B,3,https://storage.googleapis.com/carcassdb/beef/5f0f2a0a-1724-4b70-9fb9-a6f6a1356888/cross_section_800x600.jpg
2026-04-10 13:18:54-05:00,J-9040926,J-9040926,15.696184543968927,3.69941739964081,86.5049,4.63194405892523,3,550.0,1B,3,https://storage.googleapis.com/carcassdb/beef/dfadd0cc-36d5-48c3-9a6a-159c841e0d9f/cross_section_800x600.jpg
2026-04-10 13:18:24-05:00,J-10040926,J-10040926,13.043810476448483,3.5161769717722082,102.6412,3.849228471599947,3,490.0,1C,3,https://storage.googleapis.com/carcassdb/beef/118ab6a2-98d8-465a-980f-6f53da6594ed/cross_section_800x600.jpg
2026-04-10 13:17:26-05:00,J-11040926,J-11040926,17.573192932858582,5.036996296007889,80.0996,5.185849234486567,3,530.0,4,3,https://storage.googleapis.com/carcassdb/beef/f6d34fc6-6512-4521-8569-f14d8ae806ad/cross_section_800x600.jpg
2026-04-10 13:17:06-05:00,J-12040926,J-12040926,16.206825076786824,4.038102022408733,108.3829,4.7826340801597915,3,570.0,2,2,https://storage.googleapis.com/carcassdb/beef/316de5e4-48cd-46a0-882f-f7cd78cc8163/cross_section_800x600.jpg
2026-04-10 13:16:45-05:00,67040926,67040926,14.538289935809722,3.7927668434604476,106.6775,4.290249360057449,3,510.0,2,3,https://storage.googleapis.com/carcassdb/beef/51a186a2-4e4c-467f-80fc-6e5fa7e7eae1/cross_section_800x600.jpg
2026-04-10 13:16:25-05:00,2402040926,2402040926,22.57306631009034,5.627476080507227,73.3858,6.661311868107659,5,710.0,1C,3,https://storage.googleapis.com/carcassdb/beef/b8f206b4-2a0d-4ed9-a795-6110195c249a/cross_section_800x600.jpg
2026-04-10 13:15:59-05:00,34040926,34040926,21.271242136888553,5.394127107091022,87.0516,6.277143554595812,4,650.0,1C,3,https://storage.googleapis.com/carcassdb/beef/b0347185-a1aa-4abc-9f97-4dea24c050dd/cross_section_800x600.jpg
2026-04-10 13:15:29-05:00,1259040926,1259040926,30.34307200184877,7.49198208451607,86.6632,8.954240547745572,6,900.0,3,4,https://storage.googleapis.com/carcassdb/beef/d039f4a9-b9e4-4982-95bd-3ae575fccf13/cross_section_800x600.jpg
2026-04-10 13:13:41-05:00,NT-4040926,NT-4040926,19.068668360219245,5.044079112783034,100.0075,5.627164033100699,4,600.0,1B,3,https://storage.googleapis.com/carcassdb/beef/18b8ca79-e0ec-4443-99cc-42bce7f71f8b/cross_section_800x600.jpg
2026-04-10 13:12:55-05:00,11040926,11040926,23.653934652554074,5.647304614411149,65.7702,6.980276115968707,5,750.0,2,3,https://storage.googleapis.com/carcassdb/beef/53c18d84-b153-49c2-ac55-1838e2d6ddcf/cross_section_800x600.jpg
2026-04-10 13:12:13-05:00,1268040926,1268040926,28.213476590322344,6.5821088466252196,104.4879,8.325796941804123,6,850.0,2,3,https://storage.googleapis.com/carcassdb/beef/56110250-657f-4a43-be16-0eff2239488b/cross_section_800x600.jpg
2026-04-10 13:11:16-05:00,58040926,58040926,26.182851722478595,5.884658561311951,59.2624,7.726559543303433,6,810.0,2,3,https://storage.googleapis.com/carcassdb/beef/c9c5ae13-c7dd-48dc-b99a-06fb472455c6/cross_section_800x600.jpg
2026-04-10 13:10:41-05:00,401040926,401040926,23.515327696237705,5.2345728195988395,79.7428,6.939373203159747,5,750.0,1C,3,https://storage.googleapis.com/carcassdb/beef/2109f035-9444-4e48-94f6-8209ee14ac3c/cross_section_800x600.jpg
2026-04-10 13:10:03-05:00,33040926,33040926,24.900258409108112,4.859052060203623,75.7611,7.348066256527803,6,790.0,2,3,https://storage.googleapis.com/carcassdb/beef/f380a377-6c5e-46f7-abc6-d3d4dc405951/cross_section_800x600.jpg
2026-04-10 13:06:31-05:00,J-7040926,J-7040926,9.150446956981597,2.8837987794962054,89.9521,2.700296897005269,1,370.0,3,3,https://storage.googleapis.com/carcassdb/beef/0bd71d4d-8029-4b5f-a8b7-7c5fe0fbd663/cross_section_800x600.jpg
2026-04-10 13:05:56-05:00,J-6040926,J-6040926,16.89455675933377,4.000941629975333,87.3455,4.985583699679395,3,550.0,2,3,https://storage.googleapis.com/carcassdb/beef/8eae64bd-cdba-4144-80e4-012592845506/cross_section_800x600.jpg
2026-04-10 13:05:18-05:00,X-5040926,X-5040926,10.170931254936441,3.0304374710792525,68.6804,3.0014418133317435,2,420.0,4,3,https://storage.googleapis.com/carcassdb/beef/554662d4-cb9c-48db-a04b-3a362ce9ff21/cross_section_800x600.jpg
2026-04-10 13:04:27-05:00,J-5040926,J-5040926,12.002420941854924,2.7551533376428234,86.5835,3.5419144199413877,2,460.0,1C,3,https://storage.googleapis.com/carcassdb/beef/acb9abdc-6322-481c-93ec-df4e4ed5b82d/cross_section_800x600.jpg
2026-04-10 13:02:39-05:00,H-283040926,H-283040926,9.00706330413174,2.7742471507887467,90.6806,2.6579843810492765,2,400.0,3,4,https://storage.googleapis.com/carcassdb/beef/9f1e83c1-c4a2-40b2-be0d-e37b6dba28aa/cross_section_800x600.jpg
2026-04-10 13:02:13-05:00,5040926,5040926,15.823022419029828,3.6323819947229943,90.4022,4.669373915855702,3,520.0,1C,3,https://storage.googleapis.com/carcassdb/beef/e5e50e9c-566a-486c-8cee-af36703a49d6/cross_section_800x600.jpg
2026-04-10 13:01:40-05:00,X-106040926,X-106040926,15.288375431520663,3.960063871410053,75.0034,4.511599589841747,3,530.0,2,3,https://storage.googleapis.com/carcassdb/beef/c00350df-53de-429a-b268-4844c11f7f7a/cross_section_800x600.jpg
2026-04-10 13:01:14-05:00,J-4040926,J-4040926,9.527163076269565,2.6676371481299874,73.2812,2.811465823807148,2,400.0,3,3,https://storage.googleapis.com/carcassdb/beef/eae1182e-3ea0-4f71-8de3-3aba5daa5f31/cross_section_800x600.jpg
2026-04-10 13:00:45-05:00,NT-3040926,NT-3040926,11.162235416568821,2.9080835684308055,67.6006,3.293975671429459,2,440.0,2,3,https://storage.googleapis.com/carcassdb/beef/f655ecfe-2228-4b76-95ad-749008716827/cross_section_800x600.jpg
2026-04-10 13:00:20-05:00,J-3040926,J-3040926,23.5968691086562,4.843819443673406,92.606,6.963436073964445,5,730.0,1C,3,https://storage.googleapis.com/carcassdb/beef/dd9f258b-3ac7-4f27-bf46-7cf04d034b37/cross_section_800x600.jpg
2026-04-10 12:59:29-05:00,J-2040926,J-2040926,13.581373141335213,3.381353383425965,76.6984,4.007863214008021,2,480.0,4,4,https://storage.googleapis.com/carcassdb/beef/d3fde0c5-c135-43b3-920f-5a19bdbdb233/cross_section_800x600.jpg
2026-04-10 12:58:52-05:00,J-1040926,J-1040926,14.378315174321651,3.838721874379329,84.2548,4.243040807942319,3,510.0,4,4,https://storage.googleapis.com/carcassdb/beef/9f209525-3720-4f4f-99d0-f23dc60ce8e2/cross_section_800x600.jpg
2026-04-10 12:58:24-05:00,NT-2040926,NT-2040926,18.706698956346283,5.359785209460565,94.5531,5.520346862017788,4,600.0,4,4,https://storage.googleapis.com/carcassdb/beef/c7dfaab7-c059-4a28-a88a-5a68696e3d2b/cross_section_800x600.jpg
2026-04-10 12:58:00-05:00,H-243040926,H-243040926,12.502243151426645,4.018669036018245,82.6642,3.689411953986003,2,450.0,4,4,https://storage.googleapis.com/carcassdb/beef/4a28a14f-38f5-41a4-9f80-093eefb605da/cross_section_800x600.jpg
2026-04-10 12:57:28-05:00,NT-1040926,NT-1040926,11.817211148280608,2.8689721741977716,84.9157,3.487259009857607,2,440.0,4,4,https://storage.googleapis.com/carcassdb/beef/af77a16d-f002-4552-889e-9d10d3b4928a/cross_section_800x600.jpg
2026-04-06 13:31:26-05:00,01,01,25.95254765819197,5.216930522778197,111.5929,7.6585968139324505,6,830.0,2,2,https://storage.googleapis.com/carcassdb/beef/3d8654a4-1d98-4a71-81ab-65870402befc/cross_section_800x600.jpg
2026-04-06 13:30:48-05:00,03,03,27.389499356040886,5.394985554779659,104.2258,8.082641259967666,6,860.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b35ba5c3-0207-411f-b2bb-61c3fe9825ff/cross_section_800x600.jpg
2026-04-06 13:30:27-05:00,04,04,18.287284328548868,4.195122654423496,112.0281,5.3965776053547705,4,600.0,1C,2,https://storage.googleapis.com/carcassdb/beef/313891c5-3b1d-4db6-80ae-615dfc8fc4e5/cross_section_800x600.jpg
2026-04-06 13:29:31-05:00,05,05,25.63698651366228,5.098359644039019,111.6613,7.565474720181738,6,800.0,1C,2,https://storage.googleapis.com/carcassdb/beef/2f27de20-2514-46ee-abe6-48b5b6fc1911/cross_section_800x600.jpg
2026-04-06 13:28:49-05:00,06,06,23.111244969189706,4.946783504589732,84.1127,6.8201283904078815,5,740.0,1C,1,https://storage.googleapis.com/carcassdb/beef/6e7903a0-3f90-44dd-8e1a-fd60558ffd4b/cross_section_800x600.jpg
2026-04-06 13:28:22-05:00,07,07,16.526060843343384,3.2548496543944623,98.0416,4.876840554870633,3,550.0,1C,2,https://storage.googleapis.com/carcassdb/beef/75fc9ecf-f171-4b7a-8352-3bf60c6fe98d/cross_section_800x600.jpg
2026-04-06 13:27:19-05:00,08,08,29.715130192862865,5.538891310407114,90.4418,8.76893491991383,7,950.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b2cb7899-1ed7-49c1-96a3-dceb68d460b9/cross_section_800x600.jpg
2026-04-06 13:26:36-05:00,09,09,21.933898099355847,4.744983895218556,97.614,6.4726933291199105,5,720.0,1B,2,https://storage.googleapis.com/carcassdb/beef/57e723ba-9b66-464c-bbe4-a07fbb466fbb/cross_section_800x600.jpg
2026-04-06 13:25:52-05:00,10,10,26.436768858410648,4.439742662196545,101.1574,7.801490490116982,6,850.0,1C,1,https://storage.googleapis.com/carcassdb/beef/d0a96c21-0b3a-46ef-9cac-48fde2a04647/cross_section_800x600.jpg
2026-04-06 13:25:28-05:00,11,11,27.963786749636522,4.63898428042595,108.1068,8.252113469817736,7,890.0,1B,2,https://storage.googleapis.com/carcassdb/beef/43b93e78-1927-4670-90d4-6e92d4f44b78/cross_section_800x600.jpg
2026-04-06 13:25:10-05:00,12,12,11.708637176821018,2.9847267155837978,112.0416,3.4552188308798817,2,460.0,1C,2,https://storage.googleapis.com/carcassdb/beef/8fcb932f-2382-4113-ac2a-a268bc079861/cross_section_800x600.jpg
2026-04-06 13:24:44-05:00,13,13,26.056421818226195,5.498237696168585,100.2712,7.689250078558549,6,820.0,1C,2,https://storage.googleapis.com/carcassdb/beef/ea8afdf6-6427-4d57-9d1f-dd55ba82c3e0/cross_section_800x600.jpg
2026-04-06 13:23:39-05:00,14,14,27.687847800407038,5.450985156487285,114.5704,8.170683885900116,6,870.0,1B,1,https://storage.googleapis.com/carcassdb/beef/7116b13b-375a-4cb1-a5c5-ddd7450ab1b2/cross_section_800x600.jpg
2026-04-06 13:22:54-05:00,15,15,26.51983888766714,5.036662072214845,102.7171,7.826004455750573,6,850.0,1C,1,https://storage.googleapis.com/carcassdb/beef/fc1bed36-4a16-41ba-bba3-e006c13a05a2/cross_section_800x600.jpg
2026-04-06 13:22:30-05:00,16,16,16.836856117139284,3.7362691423478127,101.0806,4.9685562401678025,3,570.0,1B,1,https://storage.googleapis.com/carcassdb/beef/70b5210c-f6a2-44c4-beab-180bf72aa95f/cross_section_800x600.jpg
2026-04-06 13:21:43-05:00,02,02,30.86063484974862,4.683656250488353,101.9389,9.106973344160817,7,970.0,1B,1,https://storage.googleapis.com/carcassdb/beef/95546948-92ca-4ada-9411-712131bf77d7/cross_section_800x600.jpg
2026-04-06 13:20:13-05:00,31,31,29.632200390529658,5.029534393001967,106.8486,8.7444623352453,7,940.0,1B,1,https://storage.googleapis.com/carcassdb/beef/99cd5b6e-6ca1-4d8a-88ee-612f829fa2ca/cross_section_800x600.jpg
2026-04-06 13:19:44-05:00,22,22,25.798969427735774,4.828164304651426,117.9883,7.613275878124826,6,830.0,1B,2,https://storage.googleapis.com/carcassdb/beef/6ebc5c5a-d3fd-452c-a650-8d8b9d91603d/cross_section_800x600.jpg
2026-04-06 13:18:56-05:00,34,34,24.69537799649335,4.197789909121404,103.7072,7.287606046765187,6,790.0,1B,1,https://storage.googleapis.com/carcassdb/beef/90febbbd-cf1b-4a7d-8093-0a9958c3615d/cross_section_800x600.jpg
2026-04-06 13:18:24-05:00,33,33,15.72378481413069,3.567360711703953,124.0181,4.640088898649966,3,560.0,1B,1,https://storage.googleapis.com/carcassdb/beef/f73cdbce-fc32-4bb5-903a-d9308d01905a/cross_section_800x600.jpg
2026-04-06 13:18:02-05:00,21,21,24.279087225020966,4.420832436626323,104.258,7.1647586401036865,5,780.0,1C,1,https://storage.googleapis.com/carcassdb/beef/a302f63d-d00b-4784-b0d8-58084109d9e8/cross_section_800x600.jpg
2026-04-06 13:17:24-05:00,20,20,18.84056572673694,4.172309142196867,126.4112,5.559850945960071,4,640.0,1B,1,https://storage.googleapis.com/carcassdb/beef/93a143a3-6f5c-4764-a640-339caf204874/cross_section_800x600.jpg
2026-04-06 13:16:31-05:00,19,19,20.076041070637597,4.32123634807092,86.8302,5.924439719945154,4,690.0,1B,1,https://storage.googleapis.com/carcassdb/beef/010d9ea4-3482-4779-bd88-f00704dfdfe7/cross_section_800x600.jpg
2026-04-06 13:15:59-05:00,18,18,19.232881473757384,4.6145858497676,88.0414,5.675623322905804,4,620.0,1C,2,https://storage.googleapis.com/carcassdb/beef/aa620251-a556-49f8-8393-1e0193667c1a/cross_section_800x600.jpg
2026-04-06 13:15:15-05:00,17,17,18.821699027676335,3.5555617143489515,112.5263,5.554283383067285,4,640.0,1B,1,https://storage.googleapis.com/carcassdb/beef/438ac351-618f-4ed8-8a2b-7e08a4270c1d/cross_section_800x600.jpg
2026-04-06 13:14:35-05:00,32,32,20.745009278290464,4.825392516840062,122.3437,6.121852238023515,4,680.0,1C,2,https://storage.googleapis.com/carcassdb/beef/9a1fe9d4-26b3-4d8f-88d8-37d380533cb6/cross_section_800x600.jpg
2026-04-06 13:14:02-05:00,30,30,25.61961808522573,4.51760382312966,97.2239,7.560349296950113,6,820.0,1C,2,https://storage.googleapis.com/carcassdb/beef/92a18cd7-bdf8-4d9b-8214-a661c0e6850a/cross_section_800x600.jpg
2026-04-06 13:13:34-05:00,29,29,32.95260222305682,5.491660773533069,101.9162,9.724312916024067,8,1040.0,1B,2,https://storage.googleapis.com/carcassdb/beef/76363ea3-aed3-415d-aa0f-c35c2517ca87/cross_section_800x600.jpg
2026-04-06 13:13:09-05:00,28,28,22.746073968445494,4.408275157637372,89.2983,6.712366428088265,5,770.0,2,1,https://storage.googleapis.com/carcassdb/beef/e0904de7-afb9-4d57-86a5-eb83cec8c8ee/cross_section_800x600.jpg
2026-04-06 13:12:43-05:00,27,27,28.25659277363513,5.05420265622254,104.7891,8.338520527499726,7,900.0,1B,1,https://storage.googleapis.com/carcassdb/beef/25f628be-bb7a-4616-9e53-973b1282a2f7/cross_section_800x600.jpg
2026-04-06 13:11:58-05:00,26,26,22.3785776811056,4.280826877546978,92.2435,6.603918273694262,5,740.0,1B,1,https://storage.googleapis.com/carcassdb/beef/fb1393da-e5e9-4548-92ea-28c7e6236f66/cross_section_800x600.jpg
2026-04-06 13:11:37-05:00,25,25,25.759627223999743,4.286760368373201,111.3023,7.601665993802324,6,810.0,1B,1,https://storage.googleapis.com/carcassdb/beef/a9b7715f-9734-40d1-978d-88a1394b3ed5/cross_section_800x600.jpg
2026-04-06 13:11:08-05:00,24,24,22.304878072213224,4.523278183684331,105.9219,6.582169519110122,5,720.0,1C,1,https://storage.googleapis.com/carcassdb/beef/6d42e965-4dc5-4206-925b-71064f040c09/cross_section_800x600.jpg
2026-04-06 13:09:36-05:00,23,23,26.10678016408798,5.221732757563693,110.045,7.704110826422362,6,840.0,1B,1,https://storage.googleapis.com/carcassdb/beef/fc0692af-f3cf-4de5-b3e0-4d77b71eb034/cross_section_800x600.jpg
2026-04-03 13:37:36-05:00,NT-3040226,NT-3040226,33.014621674168374,6.229919548649613,88.1641,9.742614856047087,7,990.0,4,4,https://storage.googleapis.com/carcassdb/beef/8a760de9-5a9a-4fdb-aed5-4df862de5d60/cross_section_800x600.jpg
2026-04-03 13:37:13-05:00,9702040226,9702040226,25.684003473639056,5.744047106436898,107.0116,7.579349425070885,5,770.0,4,4,https://storage.googleapis.com/carcassdb/beef/e383af31-317a-4fa2-950e-8561318e3e5a/cross_section_800x600.jpg
2026-04-03 13:36:47-05:00,9705040226,9705040226,32.3043443893255,5.855889658428134,85.3306,9.533012029289955,7,980.0,3,4,https://storage.googleapis.com/carcassdb/beef/98cb850f-1240-4a8e-8c13-302bdcbf9808/cross_section_800x600.jpg
2026-04-03 13:36:27-05:00,9617040226,9617040226,25.45703810181169,5.851767227905234,96.7169,7.51237194384463,5,780.0,4,4,https://storage.googleapis.com/carcassdb/beef/b6cc9498-3de8-4519-af15-987a92eef956/cross_section_800x600.jpg
2026-04-03 13:36:06-05:00,0059040226,0059040226,23.853344000672795,5.422913242143013,92.2894,7.039121814598541,5,720.0,4,4,https://storage.googleapis.com/carcassdb/beef/f787b2d7-f969-4c0c-9de4-862b597951cc/cross_section_800x600.jpg
2026-04-03 13:35:43-05:00,0058040226,0058040226,31.54693651681773,7.048855908923566,99.6858,9.309500966112912,7,940.0,4,4,https://storage.googleapis.com/carcassdb/beef/1aba2098-b091-4573-b4e0-d68b0a60725b/cross_section_800x600.jpg
2026-04-03 13:35:21-05:00,9701040226,9701040226,20.799149330531808,6.250329762055399,80.0309,6.137828967439936,4,600.0,4,4,https://storage.googleapis.com/carcassdb/beef/a8612d01-829a-4c40-90d9-5f4e187d379a/cross_section_800x600.jpg
2026-04-03 13:35:01-05:00,9621040226,9621040226,35.27288220415782,7.714635130015676,75.6158,10.40902753844697,8,1040.0,4,4,https://storage.googleapis.com/carcassdb/beef/cc49aaff-0bba-4ea6-9650-1d247a80ec57/cross_section_800x600.jpg
2026-04-03 13:34:38-05:00,0119040226,0119040226,18.144488206515046,3.850705575147129,78.1514,5.354438469742589,4,600.0,3,4,https://storage.googleapis.com/carcassdb/beef/96cbfa4d-654c-478b-87ae-4859fca360a7/cross_section_800x600.jpg
2026-04-03 13:33:39-05:00,9652040226,9652040226,11.927391867406742,3.858587147089272,71.2856,3.5197733400717293,2,450.0,4,4,https://storage.googleapis.com/carcassdb/beef/2dbddc64-71e1-4a14-8049-822c04c1b25e/cross_section_800x600.jpg
2026-04-03 13:33:05-05:00,9616040226,9616040226,30.161764104985494,6.192792729502558,89.8928,8.90073658738122,7,890.0,4,4,https://storage.googleapis.com/carcassdb/beef/39492356-497b-410f-b7a7-2e6ec7201228/cross_section_800x600.jpg
2026-04-03 13:32:41-05:00,9754040226,9754040226,30.37501900921357,6.967820759036451,78.1016,8.963668109618924,7,900.0,4,4,https://storage.googleapis.com/carcassdb/beef/955e008c-65eb-48f0-a664-065286959fd2/cross_section_800x600.jpg
2026-04-03 13:32:18-05:00,655040226,655040226,26.54016404533476,6.933198851901057,79.4442,7.832002409778286,5,770.0,5,4,https://storage.googleapis.com/carcassdb/beef/fa7d2f23-414a-4238-b6ba-344804715804/cross_section_800x600.jpg
2026-04-03 13:31:56-05:00,9622040226,9622040226,29.015119454628163,6.223228683616593,64.8004,8.56236175106077,6,880.0,4,4,https://storage.googleapis.com/carcassdb/beef/02915e5c-ce6e-410e-a0a5-33aa9f6b9243/cross_section_800x600.jpg
2026-04-03 13:31:08-05:00,9629040226,9629040226,23.32939908002271,5.063340814111209,80.3833,6.884505668514701,5,740.0,3,3,https://storage.googleapis.com/carcassdb/beef/6894d79d-a83b-4c97-a500-3d1a7e61851f/cross_section_800x600.jpg
2026-04-03 13:30:46-05:00,9698040226,9698040226,24.173625589876764,5.358998332805301,93.3082,7.133636911572633,5,740.0,4,4,https://storage.googleapis.com/carcassdb/beef/e1d5ef86-c4eb-415d-9a77-dea6910133b0/cross_section_800x600.jpg
2026-04-03 13:30:28-05:00,NT-2040226,NT-2040226,25.550715514943256,6.250340404358469,73.4337,7.540016148459754,5,740.0,5,4,https://storage.googleapis.com/carcassdb/beef/0d6c2986-d52e-44ad-bdaa-04a4181e44d4/cross_section_800x600.jpg
2026-04-03 13:30:02-05:00,9583040226,9583040226,32.493568931526525,7.14709950892529,83.6112,9.588852191693478,7,960.0,4,4,https://storage.googleapis.com/carcassdb/beef/b4f0f52d-dba3-400f-9695-5d40b212d573/cross_section_800x600.jpg
2026-04-03 13:27:56-05:00,9699040226,9699040226,29.204849524242455,6.662769359347517,79.0608,8.618351094603948,6,890.0,4,4,https://storage.googleapis.com/carcassdb/beef/5e632d1e-3b88-40c8-be2b-174f92ee9a2c/cross_section_800x600.jpg
2026-04-03 13:27:39-05:00,9765040226,9765040226,27.97965618024072,6.0047500277931425,93.121,8.256796538789036,6,800.0,4,4,https://storage.googleapis.com/carcassdb/beef/7af281c7-9dcb-4959-9cdc-7a1747d9c9f1/cross_section_800x600.jpg
2026-04-03 13:27:19-05:00,9854040226,9854040226,27.915601154465104,7.96810678323713,89.4995,8.237893900682652,5,770.0,5,4,https://storage.googleapis.com/carcassdb/beef/5f98dac7-b319-4b78-a75c-f7e55a0189b5/cross_section_800x600.jpg
2026-04-03 13:26:59-05:00,67040226,67040226,10.430394887253886,3.057045444771084,92.4078,3.0780095312286213,2,400.0,4,4,https://storage.googleapis.com/carcassdb/beef/eb9b9b29-9025-462d-accb-46cde70aeac8/cross_section_800x600.jpg
2026-04-03 13:26:39-05:00,NT-1040226,NT-1040226,24.270237081775687,4.859720643099625,93.6415,7.162146962832004,5,740.0,4,4,https://storage.googleapis.com/carcassdb/beef/ece04795-b68b-4b9e-8c24-5349aaaa1c60/cross_section_800x600.jpg
2026-04-03 13:25:37-05:00,9638040226,9638040226,22.962972439548324,5.567124691598959,87.8596,6.77637316691071,5,710.0,4,4,https://storage.googleapis.com/carcassdb/beef/3e40a890-c18f-4d4a-a1dc-69ab508a499e/cross_section_800x600.jpg
